"Darwin (ppc)","1"
"HP-UX (PA_RISC2.0W)","1"
"Linux (s390)","1"
"NetBSD (i386)","1"
"OS/400 (ppc)","1"
"Windows Server 2016 Datacenter (amd64)","1"
"Windows XP (amd64)","1"
"DragonFlyBSD (amd64)","2"
"NONSTOP_KERNEL (amd64)","2"
"NetBSD (amd64)","2"
"Linux (e2k)","3"
"NONSTOP_KERNEL (IA64N)","3"
"OpenBSD (aarch64)","3"
"Windows Server 2016 Standard (amd64)","4"
"HP-UX (ia64)","5"
"NONSTOP_KERNEL (x86_64N)","5"
"Windows 2003 (amd64)","7"
"HP-UX (PA_RISC2.0)","8"
"Linux (ppc)","10"
"OS400 (ppc64)","10"
"FreeBSD (aarch64)","13"
"Windows Server version 2009 (amd64)","15"
"Linux (sw64)","18"
"FreeBSD (i386)","22"
"Linux (x86)","23"
"Windows 11 (aarch64)","24"
"HP-UX (IA64W)","31"
"OpenBSD (amd64)","31"
"AIX (ppc)","32"
"Windows 8 (x86)","35"
"Linux (mips64el)","36"
"SunOS (sparc)","37"
"Windows Vista (x86)","42"
"SunOS (x86)","46"
"Windows 8 (amd64)","54"
"Windows Server 2008 (x86)","54"
"Linux (ppc64)","55"
"Windows Server 2008 (amd64)","63"
"Windows 2003 (x86)","69"
"Linux (riscv64)","72"
"Windows XP (x86)","81"
"Linux (loongarch64)","89"
"OS/400 (ppc64)","91"
"Windows Server 2012 (x86)","164"
"HP-UX (IA64N)","165"
"Windows 8.1 (x86)","196"
"z/OS (s390x)","212"
"Windows Server 2022 (x86)","215"
"Linux (s390x)","287"
"Windows 11 (x86)","287"
"SunOS (amd64)","290"
"Windows 8.1 (amd64)","317"
"Windows NT (unknown) (x86)","378"
"Linux (ppc64le)","436"
"Windows Server 2008 R2 (x86)","489"
"Windows Server 2012 (amd64)","530"
"FreeBSD (amd64)","614"
"SunOS (sparcv9)","657"
"Windows 7 (x86)","888"
"Windows NT (unknown) (amd64)","1069"
"Linux (arm)","1360"
"Windows Server 2012 R2 (x86)","1409"
"Windows Server 2019 (x86)","1476"
"AIX (ppc64)","1593"
"Windows Server 2008 R2 (amd64)","1784"
"Windows 7 (amd64)","2435"
"Windows Server 2016 (x86)","2854"
"Linux (i386)","2907"
"Windows 10 (x86)","4681"
"Windows Server 2012 R2 (amd64)","7522"
"Mac OS X (aarch64)","12766"
"Linux (aarch64)","13315"
"Windows Server 2022 (amd64)","14408"
"Windows 11 (amd64)","16801"
"Mac OS X (x86_64)","17120"
"Windows Server 2016 (amd64)","31684"
"Windows Server 2019 (amd64)","34761"
"Windows 10 (amd64)","68981"
"N/A","363304"
"Linux (amd64)","607912"
