"35","AIX (ppc)"
"1518","AIX (ppc64)"
"2","DragonFlyBSD (amd64)"
"12","FreeBSD (aarch64)"
"585","FreeBSD (amd64)"
"13","FreeBSD (i386)"
"150","HP-UX (IA64N)"
"32","HP-UX (IA64W)"
"7","HP-UX (PA_RISC2.0)"
"1","HP-UX (PA_RISC2.0W)"
"3","HP-UX (ia64)"
"14042","Linux (aarch64)"
"604363","Linux (amd64)"
"1325","Linux (arm)"
"1","Linux (e2k)"
"2880","Linux (i386)"
"103","Linux (loongarch64)"
"38","Linux (mips64el)"
"10","Linux (ppc)"
"42","Linux (ppc64)"
"461","Linux (ppc64le)"
"56","Linux (riscv64)"
"270","Linux (s390x)"
"22","Linux (sw64)"
"24","Linux (x86)"
"1","Linux (zArch_64)"
"12387","Mac OS X (aarch64)"
"16749","Mac OS X (x86_64)"
"364774","N/A"
"4","NONSTOP_KERNEL (IA64N)"
"5","NONSTOP_KERNEL (amd64)"
"7","NONSTOP_KERNEL (x86_64N)"
"3","NetBSD (amd64)"
"1","NetBSD (i386)"
"1","OS/400 (ppc)"
"97","OS/400 (ppc64)"
"10","OS400 (ppc64)"
"4","OpenBSD (aarch64)"
"28","OpenBSD (amd64)"
"1","OpenVMS (x86_64)"
"1","QNX (amd64)"
"273","SunOS (amd64)"
"30","SunOS (sparc)"
"619","SunOS (sparcv9)"
"46","SunOS (x86)"
"66711","Windows 10 (amd64)"
"4353","Windows 10 (x86)"
"24","Windows 11 (aarch64)"
"17491","Windows 11 (amd64)"
"283","Windows 11 (x86)"
"6","Windows 2003 (amd64)"
"67","Windows 2003 (x86)"
"2291","Windows 7 (amd64)"
"847","Windows 7 (x86)"
"57","Windows 8 (amd64)"
"32","Windows 8 (x86)"
"309","Windows 8.1 (amd64)"
"185","Windows 8.1 (x86)"
"980","Windows NT (unknown) (amd64)"
"419","Windows NT (unknown) (x86)"
"64","Windows Server 2008 (amd64)"
"54","Windows Server 2008 (x86)"
"1691","Windows Server 2008 R2 (amd64)"
"457","Windows Server 2008 R2 (x86)"
"537","Windows Server 2012 (amd64)"
"165","Windows Server 2012 (x86)"
"7108","Windows Server 2012 R2 (amd64)"
"1306","Windows Server 2012 R2 (x86)"
"29580","Windows Server 2016 (amd64)"
"2813","Windows Server 2016 (x86)"
"4","Windows Server 2016 Standard (amd64)"
"34539","Windows Server 2019 (amd64)"
"1407","Windows Server 2019 (x86)"
"1","Windows Server 2022 (aarch64)"
"15002","Windows Server 2022 (amd64)"
"209","Windows Server 2022 (x86)"
"7","Windows Server version 2009 (amd64)"
"35","Windows Vista (x86)"
"2","Windows XP (amd64)"
"90","Windows XP (x86)"
"1","z/OS (s390)"
"229","z/OS (s390x)"
