"34","AIX (ppc)"
"1558","AIX (ppc64)"
"1","DragonFlyBSD (amd64)"
"13","FreeBSD (aarch64)"
"585","FreeBSD (amd64)"
"11","FreeBSD (i386)"
"175","HP-UX (IA64N)"
"18","HP-UX (IA64W)"
"9","HP-UX (PA_RISC2.0)"
"1","HP-UX (PA_RISC2.0W)"
"2","HP-UX (ia64)"
"13263","Linux (aarch64)"
"601014","Linux (amd64)"
"1455","Linux (arm)"
"6","Linux (e2k)"
"2997","Linux (i386)"
"115","Linux (loongarch64)"
"43","Linux (mips64el)"
"11","Linux (ppc)"
"43","Linux (ppc64)"
"567","Linux (ppc64le)"
"44","Linux (riscv64)"
"1","Linux (s390)"
"296","Linux (s390x)"
"36","Linux (sw64)"
"23","Linux (x86)"
"1","Linux (zArch_64)"
"12818","Mac OS X (aarch64)"
"17801","Mac OS X (x86_64)"
"364861","N/A"
"4","NONSTOP_KERNEL (IA64N)"
"3","NONSTOP_KERNEL (amd64)"
"4","NONSTOP_KERNEL (x86_64N)"
"2","NetBSD (amd64)"
"1","NetBSD (i386)"
"5","OS/400 (ppc)"
"87","OS/400 (ppc64)"
"9","OS400 (ppc64)"
"1","OpenBSD (aarch64)"
"24","OpenBSD (amd64)"
"1","QNX (aarch64)"
"1","QNX (amd64)"
"305","SunOS (amd64)"
"46","SunOS (sparc)"
"690","SunOS (sparcv9)"
"48","SunOS (x86)"
"2","Windows 10 (aarch64)"
"68573","Windows 10 (amd64)"
"5069","Windows 10 (x86)"
"23","Windows 11 (aarch64)"
"14110","Windows 11 (amd64)"
"387","Windows 11 (x86)"
"11","Windows 2003 (amd64)"
"70","Windows 2003 (x86)"
"2689","Windows 7 (amd64)"
"1241","Windows 7 (x86)"
"44","Windows 8 (amd64)"
"35","Windows 8 (x86)"
"324","Windows 8.1 (amd64)"
"198","Windows 8.1 (x86)"
"1191","Windows NT (unknown) (amd64)"
"454","Windows NT (unknown) (x86)"
"64","Windows Server 2008 (amd64)"
"63","Windows Server 2008 (x86)"
"1921","Windows Server 2008 R2 (amd64)"
"530","Windows Server 2008 R2 (x86)"
"847","Windows Server 2012 (amd64)"
"160","Windows Server 2012 (x86)"
"8453","Windows Server 2012 R2 (amd64)"
"1623","Windows Server 2012 R2 (x86)"
"31931","Windows Server 2016 (amd64)"
"3184","Windows Server 2016 (x86)"
"4","Windows Server 2016 Standard (amd64)"
"33752","Windows Server 2019 (amd64)"
"1467","Windows Server 2019 (x86)"
"12564","Windows Server 2022 (amd64)"
"190","Windows Server 2022 (x86)"
"49","Windows Server version 2009 (amd64)"
"42","Windows Vista (x86)"
"1","Windows XP (amd64)"
"87","Windows XP (x86)"
"196","z/OS (s390x)"
